"id","name","temperature","humidity","light_intensity","soil_moisture","STATUS","time"
"4399","Caisim 4","21.3","99.9","0","High",NULL,"2021-11-30 04:59:43"
"4400","Caisim 5","21.3","99.9","0","High",NULL,"2021-11-30 04:59:43"
"4401","Caisim 1","21.4","99.9","0.416667","High",NULL,"2021-11-30 05:00:44"
"4402","Caisim 2","21.4","99.9","0.416667","High",NULL,"2021-11-30 05:00:44"
"4403","Caisim 3","21.4","99.9","0","High",NULL,"2021-11-30 05:00:44"
"4404","Caisim 4","21.4","99.9","0","High",NULL,"2021-11-30 05:00:44"
"4405","Caisim 5","21.4","99.9","0","High",NULL,"2021-11-30 05:00:44"
"4406","Caisim 1","21.4","99.9","0.416667","High",NULL,"2021-11-30 05:01:45"
"4407","Caisim 2","21.4","99.9","0.416667","High",NULL,"2021-11-30 05:01:45"
"4408","Caisim 3","21.4","99.9","0","High",NULL,"2021-11-30 05:01:45"
"4409","Caisim 4","21.4","99.9","0","High",NULL,"2021-11-30 05:01:45"
"4410","Caisim 5","21.4","99.9","0","High",NULL,"2021-11-30 05:01:45"
"4411","Caisim 1","21.3","99.9","0.416667","High",NULL,"2021-11-30 05:02:47"
"4412","Caisim 2","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:02:47"
"4413","Caisim 3","21.3","99.9","0","High",NULL,"2021-11-30 05:02:47"
"4414","Caisim 4","21.3","99.9","0","High",NULL,"2021-11-30 05:02:47"
"4415","Caisim 5","21.3","99.9","0","High",NULL,"2021-11-30 05:02:47"
"4416","Caisim 1","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:03:51"
"4417","Caisim 2","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:03:51"
"4418","Caisim 3","21.3","99.9","0","High",NULL,"2021-11-30 05:03:51"
"4419","Caisim 4","21.3","99.9","0","High",NULL,"2021-11-30 05:03:51"
"4420","Caisim 5","21.3","99.9","0.416667","High",NULL,"2021-11-30 05:03:51"
"4421","Caisim 1","21.3","99.9","1.25","High",NULL,"2021-11-30 05:04:52"
"4422","Caisim 2","21.3","99.9","1.25","High",NULL,"2021-11-30 05:04:52"
"4423","Caisim 3","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:04:52"
"4424","Caisim 4","21.3","99.9","0.416667","High",NULL,"2021-11-30 05:04:52"
"4425","Caisim 5","21.3","99.9","0.416667","High",NULL,"2021-11-30 05:04:52"
"4426","Caisim 1","21.3","99.9","1.66667","High",NULL,"2021-11-30 05:05:53"
"4427","Caisim 2","21.3","99.9","1.66667","High",NULL,"2021-11-30 05:05:53"
"4428","Caisim 3","21.3","99.9","1.25","High",NULL,"2021-11-30 05:05:53"
"4429","Caisim 4","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:05:54"
"4430","Caisim 5","21.3","99.9","0.833333","High",NULL,"2021-11-30 05:05:54"
"4431","Caisim 1","21.2","99.9","2.5","High",NULL,"2021-11-30 05:06:55"
"4432","Caisim 2","21.2","99.9","2.5","High",NULL,"2021-11-30 05:06:55"
"4433","Caisim 3","21.2","99.9","1.66667","High",NULL,"2021-11-30 05:06:55"
"4434","Caisim 4","21.2","99.9","1.66667","High",NULL,"2021-11-30 05:06:55"
"4435","Caisim 5","21.2","99.9","1.66667","High",NULL,"2021-11-30 05:06:55"
"4436","Caisim 1","21.2","99.9","3.33333","High",NULL,"2021-11-30 05:08:01"
"4437","Caisim 2","21.2","99.9","3.33333","High",NULL,"2021-11-30 05:08:01"
"4438","Caisim 3","21.2","99.9","2.91667","High",NULL,"2021-11-30 05:08:01"
"4439","Caisim 4","21.2","99.9","2.5","High",NULL,"2021-11-30 05:08:01"
"4440","Caisim 5","21.2","99.9","2.5","High",NULL,"2021-11-30 05:08:01"
"4441","Caisim 1","21.2","99.9","4.58333","High",NULL,"2021-11-30 05:09:02"
"4442","Caisim 2","21.2","99.9","4.58333","High",NULL,"2021-11-30 05:09:03"
"4443","Caisim 3","21.2","99.9","3.75","High",NULL,"2021-11-30 05:09:03"
"4444","Caisim 4","21.2","99.9","3.75","High",NULL,"2021-11-30 05:09:03"
"4445","Caisim 5","21.2","99.9","3.75","High",NULL,"2021-11-30 05:09:03"
"4446","Caisim 1","21.1","99.9","6.25","High",NULL,"2021-11-30 05:10:04"
"4447","Caisim 2","21.1","99.9","6.25","High",NULL,"2021-11-30 05:10:04"
"4448","Caisim 3","21.1","99.9","5.41667","High",NULL,"2021-11-30 05:10:04"
"4449","Caisim 4","21.1","99.9","5.41667","High",NULL,"2021-11-30 05:10:04"
"4450","Caisim 5","21.1","99.9","5.41667","High",NULL,"2021-11-30 05:10:04"
"4451","Caisim 1","21.1","99.9","8.33333","High",NULL,"2021-11-30 05:11:05"
"4452","Caisim 2","21.1","99.9","7.91667","High",NULL,"2021-11-30 05:11:05"
"4453","Caisim 3","21.1","99.9","7.91667","High",NULL,"2021-11-30 05:11:05"
"4454","Caisim 4","21.1","99.9","7.5","High",NULL,"2021-11-30 05:11:06"
"4455","Caisim 5","21.1","99.9","7.5","High",NULL,"2021-11-30 05:11:06"
"4456","Caisim 1","21.1","99.9","10.8333","High",NULL,"2021-11-30 05:12:07"
"4457","Caisim 2","21.1","99.9","10.8333","High",NULL,"2021-11-30 05:12:07"
"4458","Caisim 3","21.1","99.9","10","High",NULL,"2021-11-30 05:12:07"
"4459","Caisim 4","21.1","99.9","10","High",NULL,"2021-11-30 05:12:07"
"4460","Caisim 5","21.1","99.9","10","High",NULL,"2021-11-30 05:12:07"
"4461","Caisim 1","21.1","99.9","13.75","High",NULL,"2021-11-30 05:13:08"
"4462","Caisim 2","21.1","99.9","13.75","High",NULL,"2021-11-30 05:13:08"
"4463","Caisim 3","21.1","99.9","12.9167","High",NULL,"2021-11-30 05:13:08"
"4464","Caisim 4","21.1","99.9","12.9167","High",NULL,"2021-11-30 05:13:08"
"4465","Caisim 5","21.1","99.9","12.9167","High",NULL,"2021-11-30 05:13:08"
"4466","Caisim 1","21.1","99.9","17.5","High",NULL,"2021-11-30 05:14:10"
"4467","Caisim 2","21.1","99.9","17.5","High",NULL,"2021-11-30 05:14:10"
"4468","Caisim 3","21.1","99.9","17.0833","High",NULL,"2021-11-30 05:14:10"
"4469","Caisim 4","21.1","99.9","16.6667","High",NULL,"2021-11-30 05:14:10"
"4470","Caisim 5","21.1","99.9","16.6667","High",NULL,"2021-11-30 05:14:10"
"4471","Caisim 1","21.1","99.9","22.5","High",NULL,"2021-11-30 05:15:11"
"4472","Caisim 2","21.1","99.9","22.5","High",NULL,"2021-11-30 05:15:11"
"4473","Caisim 3","21.1","99.9","22.0833","High",NULL,"2021-11-30 05:15:11"
"4474","Caisim 4","21.1","99.9","22.0833","High",NULL,"2021-11-30 05:15:11"
"4475","Caisim 5","21.1","99.9","22.0833","High",NULL,"2021-11-30 05:15:11"
"4476","Caisim 1","21.1","99.9","27.5","High",NULL,"2021-11-30 05:16:12"
"4477","Caisim 2","21.1","99.9","27.5","High",NULL,"2021-11-30 05:16:12"
"4478","Caisim 3","21.1","99.9","27.0833","High",NULL,"2021-11-30 05:16:12"
"4479","Caisim 4","21.1","99.9","27.0833","High",NULL,"2021-11-30 05:16:13"
"4480","Caisim 5","21.1","99.9","27.0833","High",NULL,"2021-11-30 05:16:13"
"4481","Caisim 1","21.1","99.9","32.9167","High",NULL,"2021-11-30 05:17:21"
"4482","Caisim 2","21.1","99.9","32.9167","High",NULL,"2021-11-30 05:17:21"
"4483","Caisim 3","21.1","99.9","32.5","High",NULL,"2021-11-30 05:17:21"
"4484","Caisim 4","21.1","99.9","32.5","High",NULL,"2021-11-30 05:17:21"
"4485","Caisim 5","21.1","99.9","32.5","High",NULL,"2021-11-30 05:17:22"
"4486","Caisim 1","21.1","99.9","38.3333","High",NULL,"2021-11-30 05:18:23"
"4487","Caisim 2","21.1","99.9","38.3333","High",NULL,"2021-11-30 05:18:23"
"4488","Caisim 3","21.1","99.9","37.9167","High",NULL,"2021-11-30 05:18:23"
"4489","Caisim 4","21.1","99.9","37.9167","High",NULL,"2021-11-30 05:18:23"
"4490","Caisim 5","21.1","99.9","37.9167","High",NULL,"2021-11-30 05:18:23"
"4491","Caisim 1","21.1","99.9","45","High",NULL,"2021-11-30 05:19:29"
"4492","Caisim 2","21.1","99.9","45","High",NULL,"2021-11-30 05:19:29"
"4493","Caisim 3","21.1","99.9","44.1667","High",NULL,"2021-11-30 05:19:29"
"4494","Caisim 4","21.1","99.9","44.1667","High",NULL,"2021-11-30 05:19:29"
"4495","Caisim 5","21.1","99.9","44.5833","High",NULL,"2021-11-30 05:19:29"
"4496","Caisim 1","21.1","99.9","53.75","High",NULL,"2021-11-30 05:20:30"
"4497","Caisim 2","21.1","99.9","53.75","High",NULL,"2021-11-30 05:20:31"
"4498","Caisim 3","21.1","99.9","53.3333","High",NULL,"2021-11-30 05:20:31"
"4499","Caisim 4","21.1","99.9","53.3333","High",NULL,"2021-11-30 05:20:31"
"4500","Caisim 5","21.1","99.9","53.3333","High",NULL,"2021-11-30 05:20:31"
"4501","Caisim 1","21","99.9","61.25","High",NULL,"2021-11-30 05:21:34"
"4502","Caisim 2","21","99.9","61.25","High",NULL,"2021-11-30 05:21:34"
"4503","Caisim 3","21","99.9","60.8333","High",NULL,"2021-11-30 05:21:35"
"4504","Caisim 4","21","99.9","60.8333","High",NULL,"2021-11-30 05:21:35"
"4505","Caisim 5","21","99.9","60.8333","High",NULL,"2021-11-30 05:21:35"
"4506","Caisim 1","21","99.9","69.5833","High",NULL,"2021-11-30 05:22:38"
"4507","Caisim 2","21","99.9","69.5833","High",NULL,"2021-11-30 05:22:38"
"4508","Caisim 3","21","99.9","68.75","High",NULL,"2021-11-30 05:22:38"
"4509","Caisim 4","21","99.9","68.75","High",NULL,"2021-11-30 05:22:38"
"4510","Caisim 5","21","99.9","68.75","High",NULL,"2021-11-30 05:22:39"
"4511","Caisim 1","21","99.9","79.1667","High",NULL,"2021-11-30 05:23:45"
"4512","Caisim 2","21","99.9","79.1667","High",NULL,"2021-11-30 05:23:45"
"4513","Caisim 3","21","99.9","78.75","High",NULL,"2021-11-30 05:23:45"
"4514","Caisim 4","21","99.9","78.75","High",NULL,"2021-11-30 05:23:45"
"4515","Caisim 5","21","99.9","78.3333","High",NULL,"2021-11-30 05:23:45"
"4516","Caisim 1","21","99.9","88.75","High",NULL,"2021-11-30 05:24:46"
"4517","Caisim 2","21","99.9","88.75","High",NULL,"2021-11-30 05:24:46"
"4518","Caisim 3","21","99.9","88.3333","High",NULL,"2021-11-30 05:24:46"
"4519","Caisim 4","21","99.9","88.3333","High",NULL,"2021-11-30 05:24:46"
"4520","Caisim 5","21","99.9","88.3333","High",NULL,"2021-11-30 05:24:46"
"4521","Caisim 1","21","99.9","98.3333","High",NULL,"2021-11-30 05:25:47"
"4522","Caisim 2","21","99.9","97.9167","High",NULL,"2021-11-30 05:25:48"
"4523","Caisim 3","21","99.9","97.9167","High",NULL,"2021-11-30 05:25:48"
"4524","Caisim 4","21","99.9","97.9167","High",NULL,"2021-11-30 05:25:48"
"4525","Caisim 5","21","99.9","97.5","High",NULL,"2021-11-30 05:25:48"
"4526","Caisim 1","21","99.9","111.25","High",NULL,"2021-11-30 05:26:49"
"4527","Caisim 2","21","99.9","111.25","High",NULL,"2021-11-30 05:26:49"
"4528","Caisim 3","21","99.9","110.833","High",NULL,"2021-11-30 05:26:49"
"4529","Caisim 4","21","99.9","110.833","High",NULL,"2021-11-30 05:26:49"
"4530","Caisim 5","21","99.9","110.833","High",NULL,"2021-11-30 05:26:49"
"4531","Caisim 1","21","99.9","120.833","High",NULL,"2021-11-30 05:27:50"
"4532","Caisim 2","21","99.9","120.417","High",NULL,"2021-11-30 05:27:50"
"4533","Caisim 3","21","99.9","119.583","High",NULL,"2021-11-30 05:27:50"
"4534","Caisim 4","21","99.9","118.75","High",NULL,"2021-11-30 05:27:51"
"4535","Caisim 5","21","99.9","118.75","High",NULL,"2021-11-30 05:27:51"
"4536","Caisim 1","21","99.9","139.167","High",NULL,"2021-11-30 05:28:52"
"4537","Caisim 2","21","99.9","139.167","High",NULL,"2021-11-30 05:28:52"
"4538","Caisim 3","21","99.9","138.333","High",NULL,"2021-11-30 05:28:52"
"4539","Caisim 4","21","99.9","138.75","High",NULL,"2021-11-30 05:28:52"
"4540","Caisim 5","21","99.9","138.333","High",NULL,"2021-11-30 05:28:52"
"4541","Caisim 1","20.9","99.9","154.167","High",NULL,"2021-11-30 05:29:53"
"4542","Caisim 2","20.9","99.9","154.167","High",NULL,"2021-11-30 05:29:53"
"4543","Caisim 3","20.9","99.9","153.333","High",NULL,"2021-11-30 05:29:53"
"4544","Caisim 4","20.9","99.9","153.75","High",NULL,"2021-11-30 05:29:53"
"4545","Caisim 5","20.9","99.9","153.75","High",NULL,"2021-11-30 05:29:53"
"4546","Caisim 1","20.9","99.9","171.667","High",NULL,"2021-11-30 05:30:54"
"4547","Caisim 2","20.9","99.9","171.667","High",NULL,"2021-11-30 05:30:55"
"4548","Caisim 3","20.9","99.9","170.833","High",NULL,"2021-11-30 05:30:55"
"4549","Caisim 4","20.9","99.9","170.833","High",NULL,"2021-11-30 05:30:55"
"4550","Caisim 5","20.9","99.9","170.833","High",NULL,"2021-11-30 05:30:55"
"4551","Caisim 1","20.9","99.9","187.917","High",NULL,"2021-11-30 05:31:56"
"4552","Caisim 2","20.9","99.9","187.917","High",NULL,"2021-11-30 05:31:56"
"4553","Caisim 3","20.9","99.9","187.5","High",NULL,"2021-11-30 05:31:56"
"4554","Caisim 4","20.9","99.9","187.5","High",NULL,"2021-11-30 05:31:56"
"4555","Caisim 5","20.9","99.9","187.5","High",NULL,"2021-11-30 05:31:56"
"4556","Caisim 1","20.9","99.9","204.583","High",NULL,"2021-11-30 05:32:57"
"4557","Caisim 2","20.9","99.9","204.583","High",NULL,"2021-11-30 05:32:57"
"4558","Caisim 3","20.9","99.9","203.75","High",NULL,"2021-11-30 05:32:57"
"4559","Caisim 4","20.9","99.9","204.167","High",NULL,"2021-11-30 05:32:58"
"4560","Caisim 5","20.9","99.9","204.167","High",NULL,"2021-11-30 05:32:58"
"4561","Caisim 1","20.9","99.9","221.25","High",NULL,"2021-11-30 05:33:59"
"4562","Caisim 2","20.9","99.9","221.25","High",NULL,"2021-11-30 05:33:59"
"4563","Caisim 3","20.9","99.9","220.833","High",NULL,"2021-11-30 05:33:59"
"4564","Caisim 4","20.9","99.9","220.833","High",NULL,"2021-11-30 05:33:59"
"4565","Caisim 5","20.9","99.9","220.833","High",NULL,"2021-11-30 05:33:59"
"4566","Caisim 1","20.8","99.9","235.833","High",NULL,"2021-11-30 05:35:00"
"4567","Caisim 2","20.8","99.9","235.833","High",NULL,"2021-11-30 05:35:00"
"4568","Caisim 3","20.8","99.9","235.417","High",NULL,"2021-11-30 05:35:00"
"4569","Caisim 4","20.8","99.9","235","High",NULL,"2021-11-30 05:35:00"
"4570","Caisim 5","20.8","99.9","235.417","High",NULL,"2021-11-30 05:35:00"
"4571","Caisim 1","20.9","99.9","250.833","High",NULL,"2021-11-30 05:36:01"
"4572","Caisim 2","20.9","99.9","250.833","High",NULL,"2021-11-30 05:36:02"
"4573","Caisim 3","20.9","99.9","250","High",NULL,"2021-11-30 05:36:02"
"4574","Caisim 4","20.9","99.9","250","High",NULL,"2021-11-30 05:36:02"
"4575","Caisim 5","20.9","99.9","250","High",NULL,"2021-11-30 05:36:02"
"4576","Caisim 1","20.9","99.9","267.917","High",NULL,"2021-11-30 05:37:03"
"4577","Caisim 2","20.9","99.9","267.917","High",NULL,"2021-11-30 05:37:03"
"4578","Caisim 3","20.9","99.9","267.083","High",NULL,"2021-11-30 05:37:03"
"4579","Caisim 4","20.9","99.9","267.083","High",NULL,"2021-11-30 05:37:03"
"4580","Caisim 5","20.9","99.9","267.083","High",NULL,"2021-11-30 05:37:03"
"4581","Caisim 1","20.9","99.9","283.75","High",NULL,"2021-11-30 05:38:04"
"4582","Caisim 2","20.9","99.9","283.75","High",NULL,"2021-11-30 05:38:04"
"4583","Caisim 3","20.9","99.9","282.917","High",NULL,"2021-11-30 05:38:04"
"4584","Caisim 4","20.9","99.9","282.917","High",NULL,"2021-11-30 05:38:05"
"4585","Caisim 5","20.9","99.9","282.917","High",NULL,"2021-11-30 05:38:05"
"4586","Caisim 1","20.9","99.9","301.25","High",NULL,"2021-11-30 05:39:06"
"4587","Caisim 2","20.9","99.9","301.25","High",NULL,"2021-11-30 05:39:06"
"4588","Caisim 3","20.9","99.9","300.417","High",NULL,"2021-11-30 05:39:06"
"4589","Caisim 4","20.9","99.9","300.417","High",NULL,"2021-11-30 05:39:06"
"4590","Caisim 5","20.9","99.9","300.417","High",NULL,"2021-11-30 05:39:06"
"4591","Caisim 1","20.9","99.9","321.667","High",NULL,"2021-11-30 05:40:07"
"4592","Caisim 2","20.9","99.9","321.667","High",NULL,"2021-11-30 05:40:07"
"4593","Caisim 3","20.9","99.9","320.833","High",NULL,"2021-11-30 05:40:07"
"4594","Caisim 4","20.9","99.9","320.833","High",NULL,"2021-11-30 05:40:07"
"4595","Caisim 5","20.9","99.9","320.833","High",NULL,"2021-11-30 05:40:07"
"4596","Caisim 1","20.9","99.9","341.667","High",NULL,"2021-11-30 05:41:08"
"4597","Caisim 2","20.9","99.9","341.667","High",NULL,"2021-11-30 05:41:09"
"4598","Caisim 3","20.9","99.9","341.25","High",NULL,"2021-11-30 05:41:09"
"4599","Caisim 4","20.9","99.9","340.833","High",NULL,"2021-11-30 05:41:09"
"4600","Caisim 5","20.9","99.9","341.25","High",NULL,"2021-11-30 05:41:09"
"4601","Caisim 1","20.9","99.9","363.75","High",NULL,"2021-11-30 05:42:10"
"4602","Caisim 2","20.9","99.9","363.75","High",NULL,"2021-11-30 05:42:10"
"4603","Caisim 3","20.9","99.9","362.917","High",NULL,"2021-11-30 05:42:10"
"4604","Caisim 4","20.9","99.9","363.333","High",NULL,"2021-11-30 05:42:10"
"4605","Caisim 5","20.9","99.9","363.333","High",NULL,"2021-11-30 05:42:10"
"4606","Caisim 1","20.9","99.9","390","High",NULL,"2021-11-30 05:43:14"
"4607","Caisim 2","20.9","99.9","390","High",NULL,"2021-11-30 05:43:14"
"4608","Caisim 3","20.9","99.9","389.167","High",NULL,"2021-11-30 05:43:14"
"4609","Caisim 4","20.9","99.9","389.167","High",NULL,"2021-11-30 05:43:14"
"4610","Caisim 5","20.9","99.9","389.167","High",NULL,"2021-11-30 05:43:14"
"4611","Caisim 1","20.9","99.9","414.167","High",NULL,"2021-11-30 05:44:15"
"4612","Caisim 2","20.9","99.9","414.167","High",NULL,"2021-11-30 05:44:15"
"4613","Caisim 3","20.9","99.9","413.333","High",NULL,"2021-11-30 05:44:15"
"4614","Caisim 4","20.9","99.9","413.333","High",NULL,"2021-11-30 05:44:15"
"4615","Caisim 5","20.9","99.9","413.333","High",NULL,"2021-11-30 05:44:15"
"4616","Caisim 1","20.9","99.9","438.333","High",NULL,"2021-11-30 05:45:17"
"4617","Caisim 2","20.9","99.9","438.333","High",NULL,"2021-11-30 05:45:17"
"4618","Caisim 3","20.9","99.9","437.917","High",NULL,"2021-11-30 05:45:17"
"4619","Caisim 4","20.9","99.9","437.917","High",NULL,"2021-11-30 05:45:17"
"4620","Caisim 5","20.9","99.9","437.917","High",NULL,"2021-11-30 05:45:17"
"4621","Caisim 1","21.1","99.9","459.583","High",NULL,"2021-11-30 05:46:18"
"4622","Caisim 2","21.1","99.9","459.583","High",NULL,"2021-11-30 05:46:18"
"4623","Caisim 3","21.1","99.9","459.167","High",NULL,"2021-11-30 05:46:18"
"4624","Caisim 4","21.1","99.9","459.167","High",NULL,"2021-11-30 05:46:18"
"4625","Caisim 5","21.1","99.9","459.167","High",NULL,"2021-11-30 05:46:18"
"4626","Caisim 1","21.1","99.9","481.667","High",NULL,"2021-11-30 05:47:19"
"4627","Caisim 2","21.1","99.9","481.667","High",NULL,"2021-11-30 05:47:19"
"4628","Caisim 3","21.1","99.9","480.833","High",NULL,"2021-11-30 05:47:19"
"4629","Caisim 4","21.1","99.9","481.25","High",NULL,"2021-11-30 05:47:19"
"4630","Caisim 5","21.1","99.9","481.25","High",NULL,"2021-11-30 05:47:20"
"4631","Caisim 1","21.1","99.9","500.833","High",NULL,"2021-11-30 05:48:21"
"4632","Caisim 2","21.1","99.9","501.25","High",NULL,"2021-11-30 05:48:21"
"4633","Caisim 3","21.1","99.9","500","High",NULL,"2021-11-30 05:48:21"
"4634","Caisim 4","21.1","99.9","500.417","High",NULL,"2021-11-30 05:48:21"
"4635","Caisim 5","21.1","99.9","500.417","High",NULL,"2021-11-30 05:48:21"
"4636","Caisim 1","21.1","99.9","517.083","High",NULL,"2021-11-30 05:49:22"
"4637","Caisim 2","21.1","99.9","517.083","High",NULL,"2021-11-30 05:49:22"
"4638","Caisim 3","21.1","99.9","516.667","High",NULL,"2021-11-30 05:49:22"
"4639","Caisim 4","21.1","99.9","516.667","High",NULL,"2021-11-30 05:49:22"
"4640","Caisim 5","21.1","99.9","516.667","High",NULL,"2021-11-30 05:49:22"
"4641","Caisim 1","21.1","99.9","533.333","High",NULL,"2021-11-30 05:50:23"
"4642","Caisim 2","21.1","99.9","533.333","High",NULL,"2021-11-30 05:50:24"
"4643","Caisim 3","21.1","99.9","530.417","High",NULL,"2021-11-30 05:50:24"
"4644","Caisim 4","21.1","99.9","530.417","High",NULL,"2021-11-30 05:50:24"
"4645","Caisim 5","21.1","99.9","530.417","High",NULL,"2021-11-30 05:50:24"
"4646","Caisim 1","21.1","99.9","546.667","High",NULL,"2021-11-30 05:51:25"
"4647","Caisim 2","21.1","99.9","546.667","High",NULL,"2021-11-30 05:51:25"
"4648","Caisim 3","21.1","99.9","545.833","High",NULL,"2021-11-30 05:51:25"
"4649","Caisim 4","21.1","99.9","546.25","High",NULL,"2021-11-30 05:51:25"
"4650","Caisim 5","21.1","99.9","546.25","High",NULL,"2021-11-30 05:51:25"
"4651","Caisim 1","21.1","99.9","563.75","High",NULL,"2021-11-30 05:52:26"
"4652","Caisim 2","21.1","99.9","563.75","High",NULL,"2021-11-30 05:52:26"
"4653","Caisim 3","21.1","99.9","562.917","High",NULL,"2021-11-30 05:52:26"
"4654","Caisim 4","21.1","99.9","563.333","High",NULL,"2021-11-30 05:52:26"
"4655","Caisim 5","21.1","99.9","563.333","High",NULL,"2021-11-30 05:52:27"
"4656","Caisim 1","21.1","99.9","588.333","High",NULL,"2021-11-30 05:53:28"
"4657","Caisim 2","21.1","99.9","588.333","High",NULL,"2021-11-30 05:53:28"
"4658","Caisim 3","21.1","99.9","587.5","High",NULL,"2021-11-30 05:53:28"
"4659","Caisim 4","21.1","99.9","587.5","High",NULL,"2021-11-30 05:53:28"
"4660","Caisim 5","21.1","99.9","587.5","High",NULL,"2021-11-30 05:53:28"
"4661","Caisim 1","21.1","99.9","618.75","High",NULL,"2021-11-30 05:54:29"
"4662","Caisim 2","21.1","99.9","618.333","High",NULL,"2021-11-30 05:54:29"
"4663","Caisim 3","21.1","99.9","618.333","High",NULL,"2021-11-30 05:54:29"
"4664","Caisim 4","21.1","99.9","618.333","High",NULL,"2021-11-30 05:54:29"
"4665","Caisim 5","21.1","99.9","618.333","High",NULL,"2021-11-30 05:54:29"
"4666","Caisim 1","21.2","99.9","660","High",NULL,"2021-11-30 05:55:30"
"4667","Caisim 2","21.2","99.9","660","High",NULL,"2021-11-30 05:55:30"
"4668","Caisim 3","21.2","99.9","659.167","High",NULL,"2021-11-30 05:55:31"
"4669","Caisim 4","21.2","99.9","659.167","High",NULL,"2021-11-30 05:55:31"
"4670","Caisim 5","21.2","99.9","659.583","High",NULL,"2021-11-30 05:55:31"
"4671","Caisim 1","21.1","99.9","708.75","High",NULL,"2021-11-30 05:56:32"
"4672","Caisim 2","21.1","99.9","708.75","High",NULL,"2021-11-30 05:56:32"
"4673","Caisim 3","21.1","99.9","708.333","High",NULL,"2021-11-30 05:56:32"
"4674","Caisim 4","21.1","99.9","708.333","High",NULL,"2021-11-30 05:56:32"
"4675","Caisim 5","21.1","99.9","708.333","High",NULL,"2021-11-30 05:56:32"
"4676","Caisim 1","21.2","99.9","763.75","High",NULL,"2021-11-30 05:57:36"
"4677","Caisim 2","21.2","99.9","763.75","High",NULL,"2021-11-30 05:57:36"
"4678","Caisim 3","21.2","99.9","762.917","High",NULL,"2021-11-30 05:57:36"
"4679","Caisim 4","21.2","99.9","763.333","High",NULL,"2021-11-30 05:57:36"
"4680","Caisim 5","21.2","99.9","763.333","High",NULL,"2021-11-30 05:57:36"
"4681","Caisim 1","21.1","99.9","820.833","High",NULL,"2021-11-30 05:58:37"
"4682","Caisim 2","21.1","99.9","820.833","High",NULL,"2021-11-30 05:58:37"
"4683","Caisim 3","21.1","99.9","820","High",NULL,"2021-11-30 05:58:37"
"4684","Caisim 4","21.1","99.9","820","High",NULL,"2021-11-30 05:58:37"
"4685","Caisim 5","21.1","99.9","820","High",NULL,"2021-11-30 05:58:37"
"4686","Caisim 1","21.2","99.9","887.5","High",NULL,"2021-11-30 05:59:39"
"4687","Caisim 2","21.2","99.9","887.917","High",NULL,"2021-11-30 05:59:39"
"4688","Caisim 3","21.2","99.9","887.083","High",NULL,"2021-11-30 05:59:39"
"4689","Caisim 4","21.2","99.9","887.083","High",NULL,"2021-11-30 05:59:39"
"4690","Caisim 5","21.2","99.9","887.083","High",NULL,"2021-11-30 05:59:39"
"4691","Caisim 1","21.2","99.9","960","High",NULL,"2021-11-30 06:00:40"
"4692","Caisim 2","21.2","99.9","960","High",NULL,"2021-11-30 06:00:40"
"4693","Caisim 3","21.2","99.9","957.5","High",NULL,"2021-11-30 06:00:40"
"4694","Caisim 4","21.2","99.9","960","High",NULL,"2021-11-30 06:00:40"
"4695","Caisim 5","21.2","99.9","960","High",NULL,"2021-11-30 06:00:40"
"4696","Caisim 1","21.3","99.9","1028.33","High",NULL,"2021-11-30 06:01:41"
"4697","Caisim 2","21.3","99.9","1028.33","High",NULL,"2021-11-30 06:01:41"
"4698","Caisim 3","21.3","99.9","1027.5","High",NULL,"2021-11-30 06:01:42"
"4699","Caisim 4","21.3","99.9","1027.92","High",NULL,"2021-11-30 06:01:42"
"4700","Caisim 5","21.3","99.9","1027.92","High",NULL,"2021-11-30 06:01:42"
"4701","Caisim 1","21.3","99.9","1094.58","High",NULL,"2021-11-30 06:02:43"
"4702","Caisim 2","21.3","99.9","1095.42","High",NULL,"2021-11-30 06:02:43"
"4703","Caisim 3","21.3","99.9","1094.58","High",NULL,"2021-11-30 06:02:43"
"4704","Caisim 4","21.3","99.9","1094.58","High",NULL,"2021-11-30 06:02:43"
"4705","Caisim 5","21.3","99.9","1094.58","High",NULL,"2021-11-30 06:02:43"
"4706","Caisim 1","21.4","99.9","1164.58","High",NULL,"2021-11-30 06:03:47"
"4707","Caisim 2","21.4","99.9","1164.58","High",NULL,"2021-11-30 06:03:47"
"4708","Caisim 3","21.4","99.9","1163.33","High",NULL,"2021-11-30 06:03:47"
"4709","Caisim 4","21.4","99.9","1163.75","High",NULL,"2021-11-30 06:03:47"
"4710","Caisim 5","21.4","99.9","1163.75","High",NULL,"2021-11-30 06:03:47"
"4711","Caisim 1","21.4","99.9","1239.58","High",NULL,"2021-11-30 06:04:48"
"4712","Caisim 2","21.4","99.9","1239.58","High",NULL,"2021-11-30 06:04:48"
"4713","Caisim 3","21.4","99.9","1238.33","High",NULL,"2021-11-30 06:04:48"
"4714","Caisim 4","21.4","99.9","1238.33","High",NULL,"2021-11-30 06:04:48"
"4715","Caisim 5","21.4","99.9","1238.33","High",NULL,"2021-11-30 06:04:48"
"4716","Caisim 1","21.5","99.9","1324.58","High",NULL,"2021-11-30 06:05:49"
